chrom	start	end	driver_score	direction
chr17	7319811	7320286	0.2843	-0.8235
chr17	7320566	7321158	0.0227	-0.2161
chr17	7701480	7701710	0.018	0.0776
chr17	7905011	7905220	0.0816	-0.1127
chr17	7939483	7940116	0.1714	-1.0
chr17	7945258	7946318	0.0782	0.0
chr17	7980651	7980837	0.1431	-0.3059
chr17	8252559	8252686	0.0552	-0.1288
chr17	9538143	9539298	0.8484	-0.7177
chr17	9894078	9894325	0.8462	0.1404
chr17	9975887	9976289	0.8473	0.1128
chr17	10291048	10291183	0.8553	-0.2666
chr17	10326551	10327066	0.1506	0.2751
chr17	10727492	10727631	0.0926	-0.0741
chr17	11392622	11393604	0.272	-0.4435
chr17	12724177	12725718	0.5129	-0.4575
chr17	12740298	12740712	0.4142	-0.1215
chr17	14385009	14385285	0.143	-0.3023
chr17	14425995	14426209	0.1255	-0.2883
chr17	15526875	15527670	0.4596	0.1268
chr17	16527378	16527714	0.6304	0.3023
chr17	16926332	16926466	0.4642	-0.168
chr17	16951098	16951826	0.4096	0.0
chr17	16960461	16960742	0.4983	-0.0859
chr17	17004641	17005519	0.4622	0.0
chr17	17028924	17029137	0.5924	-0.205
chr17	17063620	17064559	0.4357	0.0
chr17	17193457	17193620	0.478	-0.1878
chr17	17234356	17235350	0.4202	0.0
chr17	17241519	17241710	0.3967	-0.1932
chr17	17293890	17294660	0.3876	0.0
chr17	17311478	17312352	0.4748	-0.71
chr17	17386258	17386494	0.73	-0.2076
chr17	17639773	17640162	0.1175	-0.5179
chr17	21422681	21423613	0.0886	0.0436
chr17	21662044	21662564	0.1161	-0.4784
chr17	21679160	21680210	0.0912	0.0
chr17	21691042	21691687	0.102	-0.2762
chr17	23854446	23854668	0.1334	-0.0637
chr17	24620485	24620599	0.1164	0.0613
chr17	25593448	25593879	0.201	0.0343
chr17	25970584	25970797	0.3811	-0.2469
chr17	26151857	26152720	0.292	-0.7539
chr17	26726800	26727854	0.0175	-0.8448
chr17	26773025	26773464	0.0045	-0.3454
chr17	27448143	27448276	0.998	-0.072
chr17	27797643	27798147	0.7334	-0.0753
chr17	27827007	27827607	0.9304	-0.0076
chr17	27839445	27840347	0.7498	0.0
chr17	27848569	27848722	0.9903	0.0798
chr17	28247511	28248139	0.125	0.1557
chr17	28345369	28346151	0.1628	0.1504
chr17	28407162	28408691	0.372	-0.133
chr17	28592856	28593466	0.1812	-0.4126
chr17	29467219	29468066	0.781	0.0269
chr17	29492021	29493058	0.8289	-0.0373
chr17	29569428	29569574	0.9087	0.085
chr17	30570149	30570338	0.7532	-0.0799
chr17	31790017	31791267	0.1253	0.2863
chr17	33385763	33385893	0.9064	0.0776
chr17	33394112	33395030	0.8949	0.0
chr17	33439272	33439607	0.8457	-0.1327
chr17	33702356	33702486	0.8614	-0.1395
chr17	33718230	33719090	0.9385	0.0
chr17	33729165	33729737	0.8357	-0.6111
chr17	33939973	33941481	0.8871	-0.1145
chr17	34150080	34150358	0.9279	-0.3038
chr17	34257501	34258117	0.8427	-0.5028
chr17	34535681	34536298	0.7168	-0.2951
chr17	34640799	34641693	0.6605	0.0876
chr17	34667314	34667648	0.5	-0.0799
chr17	35582166	35582725	0.5412	0.3782
chr17	35736319	35736922	0.7706	-0.0747
chr17	35879386	35880383	0.8127	0.0138
chr17	35896381	35896568	0.8196	-0.1394
chr17	36123503	36124375	0.7933	-0.5081
chr17	36166956	36167409	0.8265	0.0868
chr17	36927838	36928042	0.9531	-0.2851
chr17	36957983	36959205	0.7925	0.1465
chr17	37019328	37019554	0.7837	-0.3891
chr17	37028329	37029326	0.7695	0.0
chr17	37039228	37039650	0.7466	-0.0353
chr17	40896986	40897314	0.9694	-0.1986
chr17	40934133	40935217	0.8659	0.0
chr17	40948399	40948982	0.9554	-0.8784
chr17	40978071	40978296	0.856	-0.2087
chr17	43076748	43077685	0.9337	-0.4054
chr17	43460397	43461124	0.9378	0.2252
chr17	44647902	44648094	0.8401	0.179
chr17	44667346	44667932	0.9239	-0.8935
chr17	45582760	45583151	0.3452	-0.4096
chr17	45663175	45663828	0.3385	-0.3425
chr17	45757910	45758278	0.5492	-0.2215
chr17	45828940	45829144	0.6193	-0.1644
chr17	46362116	46362273	0.5448	0.0988
chr17	47601515	47601716	0.6374	0.1527
chr17	47873355	47873922	0.5874	-0.3736
chr17	48184809	48185642	0.7069	-0.994
chr17	48249197	48249686	0.6343	-0.2493
chr17	50006713	50006946	0.8022	-0.1127
chr17	52324755	52325101	0.5143	-0.2361
chr17	55712144	55712877	0.5937	0.0506
chr17	55878212	55879621	0.6312	0.0
chr17	55883803	55884105	0.7341	0.2032
chr17	55891516	55892617	0.6689	0.0
chr17	55931493	55932479	0.622	0.0627
chr17	56194939	56195087	0.6814	0.0722
chr17	56316831	56317011	0.6096	-0.0768
chr17	56897580	56898348	0.7339	-0.3865
chr17	56917248	56917494	0.6306	-0.1104
chr17	58971730	58971871	0.7322	-0.0698
chr17	60487057	60487352	0.8719	-0.3312
chr17	61495335	61495544	0.8646	-0.0074
chr17	62460071	62460271	0.8333	-0.0843
chr17	62649040	62649575	0.832	-0.4824
chr17	63369968	63370256	0.0278	0.1768
chr17	63773680	63774154	0.2341	-1.0
chr17	63970260	63970762	0.0349	-0.6209
chr17	64363787	64364234	0.0362	-0.7883
chr17	64863593	64863790	0.2476	-0.3343
chr17	65765604	65765829	0.254	-0.1237
chr17	65842324	65842605	0.5091	-0.1787
chr17	65862700	65862857	0.3771	-0.0903
chr17	65916103	65916746	0.1475	-0.1947
chr17	66493908	66494207	0.8503	-0.0709
chr17	66738371	66739409	0.7017	-0.1958
chr17	67870079	67870628	0.3165	0.0249
chr17	67931496	67931833	0.4315	-0.1177
chr17	67980161	67980888	0.3042	-0.1691
chr17	67988806	67989563	0.2815	0.0
chr17	67995418	67996626	0.3467	-0.1006
chr17	68848905	68849042	0.4589	0.1129
chr17	68881714	68882066	0.2874	-0.1997
chr17	70633315	70634119	0.4488	-0.4556
chr17	70943772	70944185	0.6052	-0.6755
chr17	70963653	70963899	0.5568	0.0
chr17	70967403	70967582	0.6437	0.0675
chr17	71013235	71013435	0.566	0.102
chr17	71618226	71618524	0.562	-0.2118
chr17	72250867	72252089	0.177	-0.3804
chr17	72304292	72304561	0.1536	0.2882
chr17	72909325	72909763	0.1536	-0.1288
chr17	72976350	72977063	0.2078	-0.2665
chr17	74018196	74018571	0.7484	-0.2544
chr17	74480809	74480965	0.662	0.0989
chr17	74489350	74490195	0.7332	0.0
chr17	74512439	74512607	0.7501	0.2259
chr17	74795269	74795555	0.7064	-0.1572
chr17	78925353	78925731	0.1125	-0.2221
chr17	78936639	78937580	0.2163	0.0
chr17	78952073	78952639	0.2831	0.5254
chr17	80145184	80145655	0.4067	0.454
chr17	80467238	80467392	0.2922	-0.0805
chr17	80696171	80696500	0.2501	-0.2423
chr17	81031689	81031938	0.5436	0.0906
chr17	81902162	81902656	0.8489	-0.615
chr17	83350312	83352006	0.9393	0.1405
chr17	83997880	83998009	0.7562	0.0841
chr17	84051220	84051732	0.5054	0.8357
chr17	84529377	84529864	0.4365	-0.206
chr17	86144496	86146149	0.726	-0.0266
chr17	86150880	86151326	0.6999	0.0
chr17	86157013	86157323	0.8535	-0.2117
chr17	86330407	86331098	0.7458	-0.3596
chr17	86539783	86540294	0.6348	0.4206
chr17	87011212	87011931	0.6644	-0.6204
chr17	87024644	87025937	0.6278	0.0
chr17	87036484	87036869	0.751	-0.5591
chr17	87219578	87219704	0.7824	-0.0912
chr17	88141647	88142523	0.7959	-0.3473
chr17	88791537	88792044	0.8637	0.3852
chr17	89369981	89370108	0.88	-0.0966
chr17	94001660	94002654	0.4291	-0.6392
chr18	3804587	3804749	0.0884	-0.2392
chr18	4329430	4329570	0.1222	-0.059
chr18	5986564	5987433	0.0314	0.03
chr18	7652658	7652902	0.1793	-0.272
chr18	7692849	7693505	0.1601	0.0
chr18	7702167	7702361	0.1881	-0.1362
chr18	7705677	7705991	0.2004	-0.2513
chr18	8391600	8391833	0.1937	-0.392
chr18	8692988	8694420	0.1763	-0.4647
chr18	12204806	12204947	0.8016	-0.0624
chr18	12872513	12872765	0.6523	0.2188
chr18	16704705	16705176	0.9223	-0.4135
chr18	20686273	20686959	0.8093	0.3959
chr18	21423171	21423281	0.7923	0.1153
chr18	21571953	21572314	0.6589	0.376
chr18	25667950	25668510	0.9865	0.1791
chr18	28511907	28512040	0.9772	-0.0644
chr18	30267077	30268628	0.9855	-0.219
chr18	30272585	30273274	0.9842	0.0
chr18	30279310	30279502	0.9627	-0.2463
chr18	32348278	32348847	0.8997	0.4125
chr18	32380175	32380915	0.9084	0.4877
chr18	32990343	32990939	0.7005	-0.828
chr18	33561002	33561185	0.6715	-0.1825
chr18	33659470	33659974	0.665	-0.8871
chr18	34865211	34866386	0.5533	0.1293
chr18	35702531	35703512	0.657	0.1296
chr18	35872992	35875433	0.7824	0.0935
chr18	36470316	36470457	0.7124	0.1236
chr18	38472743	38472964	0.3977	-0.0714
chr18	38633183	38633537	0.4577	0.4453
chr18	38795546	38796511	0.3964	-0.1582
chr18	38914805	38914989	0.4225	0.0869
chr18	39359965	39360246	0.4594	-0.2332
chr18	39619341	39619920	0.8567	-0.3875
chr18	42444859	42445137	0.8057	-0.1008
chr18	43378163	43378842	0.4148	-0.2087
chr18	44022672	44023043	0.2417	-0.2804
chr18	44507003	44507781	0.8556	0.7191
chr18	46447572	46448010	0.8627	-0.6255
chr18	46516145	46516345	0.6432	0.0917
chr18	46859414	46859965	0.7173	-0.5118
chr18	47091542	47091725	0.8453	0.1129
chr18	47217818	47218048	0.817	0.133
chr18	47562540	47563161	0.7346	-1.0
chr18	49707026	49707286	0.6366	0.4216
chr18	50471116	50471417	0.6045	0.1483
chr18	52511610	52512339	0.716	-0.5975
chr18	52717904	52718253	0.6706	-0.2476
chr18	53591376	53591918	0.8595	-0.1526
chr18	54118932	54119256	0.9137	-0.1999
chr18	55246689	55247096	0.0026	0.0115
chr18	55786995	55787218	0.0027	-0.144
chr18	57390148	57390307	0.7222	-0.2342
chr18	57638473	57638981	0.6221	0.6538
chr18	58410002	58410365	0.2638	-0.2728
chr18	58509809	58510059	0.2399	-0.336
chr18	58702223	58702488	0.2719	-0.1288
chr18	59780315	59780550	0.2706	-0.2063
chr18	60779826	60780770	0.0492	-0.002
chr18	60950768	60950951	0.0853	0.0632
chr18	61096490	61096682	0.0457	-0.1217
chr18	61965341	61965556	0.4072	0.0776
chr18	62565595	62565994	0.3944	-0.4605
chr18	63708257	63709329	0.9113	0.0154
chr18	65149976	65150769	0.8556	0.4102
chr18	65240234	65240513	0.847	-0.2702
chr18	66041153	66041664	0.2302	-0.2204
chr18	66079195	66079377	0.3022	-0.1099
chr18	66299538	66300144	0.3166	-0.4098
chr18	67693787	67693934	0.5102	-0.0675
chr18	68028334	68029651	0.5768	-0.6848
chr18	69400600	69401181	0.119	-0.3324
chr18	70235376	70235984	0.1619	-0.3632
chr18	70267309	70267489	0.1079	-0.1889
chr18	70835099	70835674	0.4914	-0.6581
chr18	73843291	73843961	0.5706	-0.8903
chr18	74070500	74070683	0.3615	0.1129
chr18	75057439	75057683	0.6123	0.1177
chr18	75757263	75757987	0.4531	-0.313
chr18	75882364	75882626	0.6519	-0.2229
chr18	76067096	76067706	0.4142	-0.1875
chr18	76096077	76096535	0.3823	0.7799
chr18	76128116	76128746	0.716	0.3319
chr18	76947165	76947328	0.4971	-0.1935
chr18	77761290	77761536	0.0807	-0.351
chr18	78079876	78080021	0.1388	0.1693
chr18	78215145	78215403	0.2571	0.0917
chr18	78267502	78268558	0.1854	-0.6098
chr18	78348919	78349139	0.1426	0.8559
chr18	79041914	79042092	0.7889	0.2117
chr18	80170364	80170931	0.774	-0.4125
chr18	81639214	81639329	0.2691	0.0824
chr18	82737470	82738503	0.2775	-0.2126
chr18	83513470	83514117	0.2703	-0.5258
chr18	84205112	84205438	0.3601	0.13
chr19	3322356	3324695	0.6332	0.1144
chr19	3483748	3484192	0.6095	-0.2891
chr19	3567597	3568404	0.6135	-0.4505
chr19	3581421	3581719	0.6582	-0.3501
chr19	3790154	3790457	0.7069	-0.2044
chr19	3999920	4001443	0.2558	-0.0623
chr19	4887084	4887622	0.4568	-0.2415
chr19	5151302	5151927	0.0932	-0.1495
chr19	5812027	5812499	0.1187	0.0685
chr19	6560500	6560733	0.5431	-0.1728
chr19	6924561	6924895	0.5804	-0.1437
chr19	7103749	7104435	0.5033	0.1324
chr19	9090397	9090540	0.1309	0.0861
chr19	9093990	9094166	0.1253	-0.2536
chr19	9117432	9117562	0.1312	-0.0912
chr19	10134765	10135137	0.2409	0.3973
chr19	10289607	10290791	0.2823	-0.4486
chr19	10520221	10520833	0.1878	-0.3137
chr19	10719603	10720183	0.1461	0.4009
chr19	10907842	10908342	0.1786	-0.2711
chr19	11624759	11625567	0.9224	-0.6126
chr19	16195465	16195785	0.4781	-0.4273
chr19	18943213	18943441	0.3613	-0.0826
chr19	18984898	18985277	0.4363	-0.1073
chr19	20496476	20496973	0.6701	-0.6165
chr19	21659019	21659233	0.4234	-0.201
chr19	21769682	21770415	0.4379	-0.4492
chr19	21818203	21818697	0.4176	0.3295
chr19	22929869	22930919	0.5889	-0.0885
chr19	23169190	23169771	0.6785	-0.2739
chr19	23202765	23203034	0.6045	-0.0816
chr19	24054630	24055472	0.6991	-0.6077
chr19	24251936	24252204	0.6385	-0.1852
chr19	24861364	24862497	0.4887	0.2611
chr19	24899065	24899212	0.8453	-0.0816
chr19	25805303	25805722	0.8365	-0.5414
chr19	27078286	27078425	0.8233	-0.1288
chr19	27082223	27082462	0.7314	-0.1531
chr19	27323518	27323645	0.7581	0.0906
chr19	27847160	27847633	0.8238	-0.3131
chr19	30029953	30031452	0.2859	0.1588
chr19	33010918	33011373	0.7706	-0.3827
chr19	33267012	33267291	0.7165	-0.2463
chr19	34240447	34240945	0.7551	-0.2173
chr19	34368160	34368355	0.873	-0.256
chr19	34678194	34678779	0.5225	-0.9159
chr19	36538638	36538779	0.4601	0.0881
chr19	36880751	36881142	0.855	-0.7123
chr19	37698863	37699073	0.393	-0.0966
chr19	38607383	38607514	0.8345	-0.0582
chr19	41036293	41036448	0.7795	-0.1664
chr19	42201404	42202052	0.4846	-0.1758
chr19	42429547	42429685	0.4417	-0.133
chr19	42566387	42566877	0.5088	-0.1315
chr19	42947294	42947627	0.4334	0.1277
chr19	44464698	44464893	0.2046	0.1199
chr19	45234520	45234651	0.7668	-0.0614
chr19	45310454	45311410	0.774	0.0224
chr19	45919733	45919976	0.926	0.314
chr19	46172546	46173447	0.8882	-0.8266
chr19	46443987	46444561	0.0685	0.0566
chr19	46478339	46479946	0.2471	0.0046
chr19	46522282	46523075	0.0877	-0.3524
chr19	47233221	47233362	0.1728	-0.0961
chr19	47939422	47939592	0.2909	-0.0665
chr19	50568798	50569022	0.0086	-0.1672
chr19	53177446	53177746	0.0029	-0.2204
chr19	54060084	54060292	0.1514	-0.0768
chr19	54232230	54232600	0.2067	-0.0816
chr19	54439478	54440308	0.441	-0.4815
chr19	55299875	55300409	0.2203	-0.5987
chr19	55602001	55602150	0.8329	-0.1937
chr19	56734179	56734472	0.6179	-0.2697
chr19	59454116	59454624	0.7068	0.0802
chr19	60437662	60438137	0.7639	-0.4066
chr2	3050161	3050371	0.731	-0.0074
chr2	3276035	3276538	0.4848	-0.3097
chr2	3892518	3892685	0.5653	-0.0864
chr2	4069924	4070393	0.669	-0.281
chr2	4455245	4455749	0.7065	0.6212
chr2	6460394	6460571	0.7267	-0.2048
chr2	7013038	7014368	0.4851	-0.2982
chr2	7485061	7485338	0.4791	-0.2196
chr2	11524705	11525132	0.176	0.1393
chr2	12350368	12350664	0.2085	0.1318
chr2	12382649	12383058	0.1976	0.0732
chr2	12975132	12975436	0.2607	-0.1507
chr2	13010397	13011895	0.224	-0.0157
chr2	13297671	13298156	0.216	0.6307
chr2	13539533	13539689	0.9769	-0.09
chr2	13750028	13751057	0.9005	-0.648
chr2	14073409	14074607	0.9013	-0.0167
chr2	14164255	14165045	0.8303	0.4079
chr2	14939904	14940743	0.8701	-0.4374
chr2	15040368	15040756	0.9179	-0.2601
chr2	15844208	15844380	0.8553	-0.0751
chr2	18121184	18121405	0.4329	-0.0672
chr2	20952842	20953072	0.6539	0.0659
chr2	21029506	21030057	0.5776	-0.7235
chr2	21141376	21142972	0.6904	-0.0744
chr2	21978690	21978946	0.6709	-0.4673
chr2	22755597	22755873	0.6849	0.1071
chr2	23039156	23040705	0.6117	0.1485
chr2	24962034	24963205	0.3946	-0.0886
chr2	25171740	25171989	0.6139	0.1409
chr2	25185627	25186586	0.3926	0.026
chr2	25982190	25982374	0.4356	-0.061
chr2	26541324	26542061	0.291	0.6432
chr2	26555801	26557207	0.3066	-0.1155
chr2	26610205	26611294	0.3278	-0.4951
chr2	26686339	26686508	0.4099	-0.2285
chr2	27413900	27414798	0.3194	-0.0427
chr2	27435135	27435486	0.5158	-0.2189
chr2	27586809	27587352	0.6447	-0.5015
chr2	28138264	28139284	0.4095	0.4743
chr2	29975366	29975569	0.0034	-0.0818
chr2	30595653	30596124	0.7656	-0.2975
chr2	31323807	31324311	0.7414	-0.2889
chr2	31446162	31446312	0.7122	-0.0642
chr2	32282163	32283159	0.8003	0.097
chr2	32483328	32483490	0.8786	-0.1157
chr2	32618120	32618455	0.8399	0.3198
chr2	32633727	32634018	0.8361	-0.0816
chr2	32939525	32939851	0.8913	-0.36
chr2	33476067	33476291	0.1964	-0.2861
chr2	33482680	33483230	0.1406	-0.0995
chr2	33755108	33755908	0.1627	-0.1692
chr2	33841101	33841323	0.2502	0.1246
chr2	34944729	34945008	0.2581	-0.3137
chr2	35539074	35539863	0.0559	-0.2222
chr2	35832416	35833757	0.063	-0.4132
chr2	36021479	36022307	0.0671	-0.4107
chr2	38518411	38518556	0.3932	-0.2024
chr2	38774396	38774599	0.6203	-0.2139
chr2	38848214	38848825	0.6582	-0.4033
chr2	39373115	39373587	0.9555	-0.0937
chr2	42511288	42511446	0.9694	-0.1008
chr2	43907360	43907940	0.9653	-0.2937
chr2	44154583	44154738	0.982	0.1199
chr2	44999902	45000217	0.9807	0.7031
chr2	45001635	45002012	0.9555	0.3669
chr2	45198035	45198202	0.9674	-0.102
chr2	45557072	45557679	0.6406	-0.8139
chr2	47491921	47492292	0.4743	-0.238
chr2	50441445	50441932	0.4432	-0.1765
chr2	51444824	51444984	0.9916	0.1918
chr2	51563970	51564161	0.9924	0.3
chr2	51830397	51830893	0.984	-0.6142
chr2	54459420	54459747	0.8106	-0.1611
chr2	57280427	57280577	0.1286	0.3847
chr2	57856587	57857057	0.1538	0.1028
chr2	58172433	58172855	0.1499	-0.4209
chr2	58520739	58521270	0.1793	-0.7715
chr2	58533201	58534056	0.1827	0.3615
chr2	59024628	59025006	0.2367	-0.4846
chr2	59199497	59199800	0.2481	-0.541
chr2	59244964	59245445	0.2861	0.5037
chr2	59562329	59563046	0.2251	-0.2536
chr2	59745463	59746475	0.171	-0.42
chr2	60912873	60913568	0.0082	-0.2711
chr2	61642726	61643246	0.5416	-0.4789
chr2	61712680	61712890	0.3831	-0.2742
chr2	62325490	62325681	0.7056	0.8105
chr2	62654619	62654911	0.4188	-0.1397
chr2	65237012	65237962	0.3972	-0.2749
chr2	65441224	65442263	0.655	-0.3882
chr2	68332414	68332658	0.4727	0.1071
chr2	70687443	70687684	0.6761	-0.0768
chr2	70704463	70705145	0.5308	0.0559
chr2	71078423	71078726	0.5296	-0.3054
chr2	71304830	71305031	0.451	0.1129
chr2	72516175	72516879	0.6542	0.0323
chr2	73023706	73024294	0.7065	-0.6389
chr2	73631272	73632472	0.9218	-0.317
chr2	74973424	74973817	0.975	-0.6331
chr2	75114300	75114932	0.9571	-0.8092
chr2	75722866	75723276	0.1018	-0.4115
chr2	75874043	75874291	0.1621	-0.2434
chr2	76124875	76125112	0.1417	-0.1728
chr2	76372174	76372527	0.2387	-0.4268
chr2	76911777	76911997	0.032	0.0715
chr2	77025199	77025455	0.0105	-0.163
chr2	77042572	77042804	0.0113	0.0709
chr2	78927409	78927992	0.4905	-0.6349
chr2	79207794	79208125	0.4553	-0.1181
chr2	80107842	80107982	0.5222	-0.1073
chr2	80181513	80181641	0.5358	-0.0966
chr2	83601850	83602049	0.5909	-0.1181
chr2	85007743	85008173	0.6919	-0.2367
chr2	85230881	85231331	0.6379	-0.0972
chr2	90496170	90496540	0.5174	-0.2492
chr2	91027548	91027770	0.2877	-0.0775
chr2	91388164	91388554	0.5427	-0.4461
chr2	91696062	91696690	0.5301	-0.8145
chr2	91840732	91841613	0.5973	-0.875
chr2	91914847	91915368	0.691	-0.9837
chr2	92920850	92921031	0.6385	-0.2023
chr2	92967179	92967647	0.6145	-0.2588
chr2	93142614	93142947	0.6807	0.1475
chr2	93203664	93204176	0.5077	-0.2663
chr2	94024998	94025140	0.2247	-0.0805
chr2	94142185	94143058	0.5526	-0.5541
chr2	95195358	95195508	0.9851	-0.1948
chr2	95603343	95603780	0.987	-0.4414
chr2	95637448	95637844	0.9598	-1.0
chr2	101742178	101742471	0.5911	0.0808
chr2	101960650	101960850	0.6503	0.103
chr2	102127936	102128780	0.653	0.4922
chr2	102819751	102819991	0.6009	-0.0513
chr2	102997895	102998860	0.2907	-0.6268
chr2	104774748	104775066	0.276	-0.1449
chr2	108157810	108158022	0.7056	-0.2048
chr2	108685785	108686643	0.6306	-0.0116
chr2	108687367	108687576	0.7495	-0.2039
chr2	109546950	109547116	0.3305	-0.0816
chr2	109726054	109726601	0.4709	-0.2272
chr2	110390909	110391353	0.187	0.7921
chr2	112423460	112423622	0.0642	0.2835
chr2	113419681	113420090	0.0556	-0.1771
chr2	114734877	114735138	0.788	0.1236
chr2	116828887	116829646	0.1639	-0.4473
chr2	117017817	117019576	0.3086	0.253
chr2	117702407	117702689	0.8516	-0.096
chr2	117819897	117820248	0.8566	0.0204
chr2	117822255	117822941	0.8781	-0.5522
chr2	118551733	118551899	0.2729	0.0744
chr2	119032077	119032725	0.4515	-0.5658
chr2	119274276	119274413	0.3753	-0.1304
chr2	119344403	119344620	0.2838	-0.247
chr2	119736316	119736554	0.5208	-0.0653
chr2	119787044	119788186	0.5376	-0.0936
chr2	120281212	120281485	0.5019	-0.2381
chr2	120450843	120451522	0.5586	-0.2153
chr2	121270583	121272158	0.5088	0.0091
chr2	121955233	121957065	0.5115	0.2607
chr2	124577534	124577696	0.8482	-0.1073
chr2	124855852	124856540	0.7725	-0.296
chr2	125256233	125256558	0.6019	-0.2234
chr2	125324509	125325820	0.5875	0.0405
chr2	125932793	125933091	0.7031	0.0772
chr2	126062869	126063357	0.6346	-0.2895
chr2	126429190	126429938	0.2816	-0.8521
chr2	128321227	128322096	0.5157	0.4579
chr2	129606399	129606682	0.339	-0.3492
chr2	130433108	130433641	0.3648	-0.2808
chr2	131888250	131888750	0.5844	-0.6007
chr2	132286258	132287045	0.5101	-0.3209
chr2	132341409	132341577	0.6595	-0.0752
chr2	133110165	133110510	0.6606	-0.3725
chr2	135471817	135471995	0.6044	-0.2375
chr2	136753697	136754008	0.4439	0.4745
chr2	136807669	136808254	0.4273	0.4623
chr2	137109834	137110064	0.468	0.0702
chr2	138901648	138902145	0.3975	-0.779
chr2	139919685	139920729	0.3497	-0.6149
chr2	140501060	140501222	0.2655	-0.2392
chr2	142544831	142545451	0.2483	0.7249
chr2	144707465	144707854	0.7631	-0.1858
chr2	145633959	145634146	0.7725	-0.0768
chr2	145668197	145668338	0.7899	-0.0668
chr2	145917300	145917809	0.8039	-0.6198
chr2	146321798	146321950	0.8192	-0.1556
chr2	148315239	148315578	0.1546	-0.3386
chr2	148507109	148507819	0.3794	-0.6906
chr2	149792859	149793171	0.4188	-0.1836
chr2	152405776	152406751	0.1792	-0.0119
chr2	153427021	153427282	0.7379	0.1248
chr2	154539680	154540012	0.7783	-0.5088
chr2	154668533	154668875	0.7381	-0.2074
chr2	155276127	155277309	0.7697	-0.1932
chr2	155962907	155963430	0.4357	-0.2434
chr2	156676697	156677184	0.8617	-0.1673
chr2	157693653	157693958	0.1207	-0.0173
chr2	161147226	161147516	0.8246	-0.096
chr2	163020906	163021143	0.3921	-0.2814
chr2	164961441	164962188	0.4014	-0.2012
chr2	165263876	165264429	0.2926	-0.385
chr2	166412686	166412801	0.0876	0.0621
chr2	166635680	166635828	0.0546	0.0949
chr2	166947921	166948095	0.388	-0.2135
chr2	167265076	167265354	0.4386	0.0605
chr2	167463036	167463414	0.4017	-0.0061
chr2	167559408	167559710	0.4618	0.1054
chr2	167708313	167708874	0.1839	-0.6113
chr2	168268023	168268305	0.221	-0.1008
chr2	169723606	169724266	0.6294	-0.304
chr2	170510983	170512229	0.7739	-0.0169
chr2	172634351	172634488	0.2386	-0.072
chr2	172839400	172839659	0.8035	-0.072
chr2	172977399	172977787	0.3057	0.2248
chr2	173563478	173563749	0.3303	-0.1144
chr2	173801202	173801885	0.3321	-0.1784
chr2	174291356	174291788	0.6954	0.2617
chr2	174299188	174299321	0.7351	0.0597
chr2	174410255	174410454	0.8875	0.127
chr2	174892754	174893186	0.712	0.2345
chr2	179767217	179767345	0.4688	-0.0644
chr2	180745156	180745835	0.0683	-0.2291
chr2	180822332	180822849	0.0779	-0.2624
chr2	180919643	180921467	0.0851	0.0869
chr2	181050596	181050931	0.0646	0.3311
chr3	5150393	5150788	0.6876	-0.4876
chr3	5289134	5289311	0.4947	-0.0912
chr3	7010665	7011039	0.2353	-0.377
chr3	7340037	7340244	0.265	0.1129
chr3	7600503	7600888	0.2641	-0.3846
chr3	18361881	18362131	0.069	-0.2863
chr3	19956807	19957385	0.1216	-0.2087
chr3	20057434	20058329	0.3529	0.0
chr3	21760502	21761836	0.4759	-0.3744
chr3	21771839	21772041	0.6959	0.4553
chr3	21965580	21965889	0.5721	-0.2979
chr3	28709867	28710016	0.3103	-0.1127
chr3	30093048	30093365	0.0328	-0.2796
chr3	30710523	30710650	0.0152	0.0945
chr3	31056076	31057732	0.0864	0.1329
chr3	31273356	31273591	0.0377	-0.208
chr3	36408160	36408521	0.3866	0.2227
chr3	36489490	36489779	0.3676	-0.2277
chr3	39147768	39148146	0.8989	-0.2985
chr3	41194233	41194636	0.4668	0.1989
chr3	41620026	41620279	0.3717	-0.0621
chr3	46313409	46313827	0.739	-0.4645
chr3	46663285	46663616	0.7192	-0.3247
chr3	49714200	49714436	0.7161	-0.2725
chr3	50905901	50906639	0.8352	-0.2922
chr3	51778290	51779564	0.0362	0.3238
chr3	52011385	52011583	0.0437	-0.0832
chr3	52046029	52047378	0.0243	-0.0539
chr3	52463726	52464220	0.9413	-0.8544
chr3	52983635	52984525	0.9266	-0.6338
chr3	53065439	53066174	0.9285	-0.3553
chr3	54373293	54373597	0.0554	-0.2591
chr3	54480062	54480811	0.0823	-0.2046
chr3	55386130	55386601	0.1733	-0.3453
chr3	57032976	57033605	0.4193	-0.3523
chr3	57093157	57094121	0.4319	-0.3588
chr3	58714039	58714572	0.8557	-0.234
chr3	58785811	58786325	0.7896	-0.2254
chr3	58843385	58843834	0.7835	-0.336
chr3	59405206	59405596	0.8134	-0.279
chr3	60638690	60639604	0.9092	-0.4982
chr3	65360156	65360506	0.78	-0.173
chr3	67471578	67471750	0.564	-0.1073
chr3	68373069	68373302	0.486	0.4795
chr3	68764789	68765656	0.0541	-0.3912
chr3	68830544	68830730	0.1454	0.0824
chr3	69323991	69324343	0.1137	-0.303
chr3	69364578	69364731	0.1411	0.189
chr3	73435441	73435578	0.0011	-0.072
chr3	79144616	79145300	0.2038	-0.065
chr3	79914604	79914990	0.2583	-0.1229
chr3	81588984	81589399	0.3552	-0.0768
chr3	82308439	82309085	0.4658	-0.6608
